values,id
2.4,Scott County
-3.1,Shenandoah County
-0.84,Smyth County
2.74,Southampton County
-5.79,Spotsylvania County
2.84,Stafford County
-4.63,Staunton
-5.41,Suffolk
0.54,Surry County
2.23,Sussex County
-9.97,Tazewell County
-0.58,Virginia Beach
0.01,Warren County
1.67,Washington County
-5.43,Waynesboro
1.81,Westmoreland County
-19.53,Williamsburg
-13.67,Winchester
-3.94,Wise County
-1.15,Wythe County
0.86,York County
-0.29,Adams County
-5.68,Asotin County
3.27,Benton County
-1.73,Chelan County
2.22,Clallam County
-0.27,Clark County
3.62,Cowlitz County
-3.64,Douglas County
-35,Ferry County
-0.94,Franklin County
3.33,Grant County
2.51,Grays Harbor County
-3.66,Island County
0.72,Jefferson County
-13.13,King County
-4.8,Kitsap County
-4.95,Kittitas County
-8.91,Klickitat County
-0.82,Lewis County
-0.85,Lincoln County
4.18,Mason County
0.45,Okanogan County
0.48,Pacific County
-13.24,Pend Oreille County
-1.55,Pierce County
-1.95,San Juan County
-0.17,Skagit County
-31.24,Skamania County
-6.31,Snohomish County
-0.55,Spokane County
-3.67,Stevens County
-4.4,Thurston County
-8.56,Walla Walla County
-5.62,Whatcom County
-7.43,Whitman County
-2.09,Yakima County
-5.25,Barbour County
-4.89,Berkeley County
-0.18,Boone County
-10.34,Braxton County
-5.94,Brooke County
-11.89,Cabell County
2.74,Fayette County
3.33,Grant County
-6.49,Greenbrier County
-1.94,Hampshire County
-2.93,Hancock County
-4.94,Hardy County
1.51,Harrison County
-0.4,Jackson County
0.72,Jefferson County
-7.2,Kanawha County
-0.82,Lewis County
-0.85,Lincoln County
1.79,Logan County
1.29,Marion County
5.75,Marshall County
4.18,Mason County
2.49,McDowell County
-5.84,Mercer County
-7.38,Mineral County
-39.07,Mingo County
-5.08,Monongalia County
-3.3,Monroe County
2.39,Morgan County
-3.94,Nicholas County
-3.8,Ohio County
-41.65,Pleasants County
-22.09,Pocahontas County
-5.89,Preston County
-3.18,Putnam County
-4.24,Raleigh County
0.45,Randolph County
-17.7,Ritchie County
-5.35,Roane County
-8,Summers County
4.52,Taylor County
-22.58,Tucker County
3.88,Tyler County
-3.15,Upshur County
-0.12,Wayne County
-5.61,Wetzel County
-5.87,Wood County
-2.84,Wyoming County
-0.29,Adams County
-3.91,Ashland County
-14.98,Barron County
-21.41,Bayfield County
-6,Brown County
-1.99,Buffalo County
-7.26,Burnett County
29.34,Calumet County
-13.81,Chippewa County
-0.27,Clark County
-3.08,Columbia County
-2.3,Crawford County
-8.26,Dane County
-5.79,Dodge County
-4.15,Door County
-3.64,Douglas County
-4.67,Dunn County
-5.32,Eau Claire County
-3.76,Florence County
-4.67,Fond du Lac County
-29.3,Forest County
3.33,Grant County
-4.11,Green County
-5.44,Green Lake County
-7.41,Iowa County
1.57,Iron County
-0.4,Jackson County
0.72,Jefferson County
-4.69,Juneau County
-9.09,Kenosha County
-6.03,Kewaunee County
-1.88,La Crosse County
-4.35,Lafayette County
-6.76,Langlade County
-0.85,Lincoln County
-4.52,Manitowoc County
-7.01,Marathon County
-7.27,Marinette County
-4.91,Marquette County
-4.26,Milwaukee County
-3.3,Monroe County
-18.29,Oconto County
-7.18,Oneida County
-7.51,Outagamie County
-2.18,Ozaukee County
-32.44,Pepin County
-1.55,Pierce County
-0.89,Polk County
-6.79,Portage County
-11.81,Price County
-2.87,Racine County
-3.69,Richland County
-1.12,Rock County
-2.45,Rusk County
-5.45,Sauk County
-11.82,Sawyer County
-6.87,Shawano County
-0.3,Sheboygan County
-5.82,St. Croix County
4.52,Taylor County
-6.31,Trempealeau County
-2.42,Vernon County
-28.29,Vilas County
-1.3,Walworth County
-10.94,Washburn County
1.67,Washington County
-2.91,Waukesha County
-8.33,Waupaca County
-5.8,Waushara County
-2.15,Winnebago County
-5.87,Wood County
-1.39,Albany County
-6.71,Big Horn County
3.66,Campbell County
-3.74,Carbon County
-14.45,Converse County
-5.63,Crook County
-1.99,Fremont County
-7.13,Goshen County
4.29,Johnson County
-0.92,Laramie County
-0.85,Lincoln County
-1.06,Natrona County
-8.05,Park County
-3.78,Platte County
0.95,Sheridan County
-22.78,Sublette County
-0.29,Sweetwater County
-24.16,Teton County
2.01,Uinta County
-8.23,Washakie County
-27.74,Weston County
